routes_id,latitude,longitude,central_park,routes_status_code,uber_pool_distance,uber_pool_duration,uber_pool_high_estimate,uber_pool_low_estimate,uber_x_distance,uber_x_duration,uber_x_high_estimate,uber_x_low_estimate
16778,40.7355,-74.0058,"(40.7829, -73.9654)",200.0,5.3,960.0,14.0,9.0,5.3,960.0,23.0,18.0
16779,40.6952,-73.9831,"(40.7829, -73.9654)",200.0,9.26,1440.0,15.0,10.0,9.26,1440.0,27.0,21.0
16780,40.7547,-73.9668,"(40.7829, -73.9654)",200.0,2.62,600.0,8.0,5.0,2.62,600.0,13.0,10.0
16781,40.7715,-73.949,"(40.7829, -73.9654)",200.0,1.68,360.0,9.0,6.0,1.68,360.0,11.0,8.0
16782,40.7074,-74.0069,"(40.7829, -73.9654)",200.0,7.8,1020.0,18.0,13.0,7.8,1020.0,29.0,23.0
16783,40.7677,-73.9916,"(40.7829, -73.9654)",200.0,2.3,480.0,7.0,4.0,2.3,480.0,12.0,9.0
16784,40.7838,-73.9655,"(40.7829, -73.9654)",200.0,0.03,60.0,6.0,3.0,0.03,60.0,8.0,6.0
16785,40.7275,-73.9809,"(40.7829, -73.9654)",200.0,5.19,960.0,10.0,6.0,5.19,960.0,19.0,14.0
16786,40.7306,-74.0022,"(40.7829, -73.9654)",200.0,4.79,1140.0,14.0,10.0,4.79,1140.0,22.0,17.0
16787,40.7967,-73.9623,"(40.7829, -73.9654)",200.0,1.32,240.0,6.0,3.0,1.32,240.0,8.0,6.0
16788,40.7568,-73.9982,"(40.7829, -73.9654)",200.0,3.67,660.0,9.0,6.0,3.67,660.0,16.0,12.0
16789,40.7571,-73.9647,"(40.7829, -73.9654)",200.0,2.45,540.0,8.0,5.0,2.45,540.0,13.0,9.0
16790,40.7604,-73.987,"(40.7829, -73.9654)",200.0,2.26,600.0,9.0,6.0,2.26,600.0,14.0,10.0
16791,40.7274,-73.9851,"(40.7829, -73.9654)",200.0,5.48,1020.0,10.0,7.0,5.48,1020.0,19.0,15.0
16792,40.6562,-74.0131,"(40.7829, -73.9654)",200.0,13.15,2040.0,40.0,31.0,13.15,2040.0,57.0,46.0
16793,40.7721,-73.9861,"(40.7829, -73.9654)",200.0,1.82,360.0,8.0,5.0,1.82,360.0,9.0,6.0
16794,40.6927,-73.986,"(40.7829, -73.9654)",200.0,9.29,1620.0,22.0,17.0,9.29,1620.0,33.0,26.0
16795,40.709,-74.0019,"(40.7829, -73.9654)",200.0,7.38,960.0,12.0,8.0,7.38,960.0,23.0,18.0
16796,40.675,-73.955,"(40.7829, -73.9654)",200.0,10.74,2100.0,24.0,18.0,10.74,2100.0,38.0,30.0
16797,40.7261,-73.8592,"(40.7829, -73.9654)",200.0,9.34,1560.0,30.0,23.0,9.34,1560.0,37.0,29.0
16798,40.7845,-73.9487,"(40.7829, -73.9654)",200.0,1.26,360.0,6.0,3.0,1.26,360.0,8.0,6.0
16799,40.7794,-73.9498,"(40.7829, -73.9654)",200.0,1.07,360.0,9.0,6.0,1.07,360.0,11.0,8.0
16800,40.7709,-73.9917,"(40.7829, -73.9654)",200.0,2.21,420.0,7.0,4.0,2.21,420.0,11.0,8.0
16801,40.7424,-73.9999,"(40.7829, -73.9654)",200.0,4.96,900.0,11.0,8.0,4.96,900.0,21.0,16.0
16802,40.7064,-74.0157,"(40.7829, -73.9654)",200.0,8.64,960.0,17.0,12.0,8.64,960.0,33.0,26.0
16803,40.7367,-74.0031,"(40.7829, -73.9654)",200.0,5.24,1020.0,9.0,6.0,5.24,1020.0,19.0,15.0
16804,40.7704,-73.9585,"(40.7829, -73.9654)",200.0,1.65,360.0,8.0,5.0,1.65,360.0,11.0,8.0
16805,40.7742,-73.9555,"(40.7829, -73.9654)",200.0,1.24,360.0,9.0,6.0,1.24,360.0,11.0,8.0
16806,40.7838,-73.9486,"(40.7829, -73.9654)",200.0,1.39,360.0,6.0,3.0,1.39,360.0,8.0,6.0
16807,40.776,-73.9586,"(40.7829, -73.9654)",200.0,0.98,240.0,9.0,6.0,0.98,240.0,11.0,8.0
16808,40.7559,-73.9928,"(40.7829, -73.9654)",200.0,3.2,720.0,12.0,8.0,3.2,720.0,17.0,13.0
16809,40.7604,-73.9617,"(40.7829, -73.9654)",200.0,2.25,480.0,7.0,4.0,2.25,480.0,11.0,8.0
16810,40.7694,-73.9518,"(40.7829, -73.9654)",200.0,1.57,360.0,9.0,5.0,1.57,360.0,11.0,8.0
16811,40.6805,-73.9172,"(40.7829, -73.9654)",200.0,19.88,2220.0,26.0,20.0,19.88,2220.0,46.0,37.0
16812,40.6736,-73.9659,"(40.7829, -73.9654)",200.0,11.33,2040.0,34.0,26.0,11.33,2040.0,44.0,35.0
16813,40.7325,-74.0028,"(40.7829, -73.9654)",200.0,4.82,1140.0,9.0,6.0,4.82,1140.0,19.0,15.0
16814,40.7548,-73.9944,"(40.7829, -73.9654)",200.0,3.91,660.0,12.0,8.0,3.91,660.0,18.0,13.0
16815,40.7637,-73.9635,"(40.7829, -73.9654)",200.0,1.88,420.0,8.0,5.0,1.88,420.0,11.0,8.0
16816,40.7392,-73.9874,"(40.7829, -73.9654)",200.0,3.87,840.0,10.0,7.0,3.87,840.0,18.0,14.0
16817,40.7373,-73.9961,"(40.7829, -73.9654)",200.0,4.27,900.0,9.0,5.0,4.27,900.0,17.0,13.0
16818,40.7238,-73.8623,"(40.7829, -73.9654)",200.0,9.5,1620.0,32.0,24.0,9.5,1620.0,38.0,30.0
16819,40.7802,-73.9517,"(40.7829, -73.9654)",200.0,0.96,300.0,9.0,6.0,0.96,300.0,11.0,8.0
16820,40.7551,-73.993,"(40.7829, -73.9654)",200.0,2.77,720.0,11.0,7.0,2.77,720.0,17.0,13.0
16821,40.7074,-74.0122,"(40.7829, -73.9654)",200.0,8.57,1140.0,20.0,14.0,8.57,1140.0,36.0,28.0
16822,40.7191,-73.9847,"(40.7829, -73.9654)",200.0,6.51,1020.0,11.0,7.0,6.51,1020.0,21.0,17.0
16823,40.7865,-73.942,"(40.7829, -73.9654)",200.0,2.16,480.0,6.0,3.0,2.16,480.0,11.0,8.0
16824,40.7879,-73.9799,"(40.7829, -73.9654)",200.0,0.93,300.0,6.0,3.0,0.93,300.0,8.0,6.0
16825,40.6453,-73.9487,"(40.7829, -73.9654)",200.0,15.02,2400.0,38.0,30.0,15.02,2400.0,55.0,44.0
16826,40.7032,-73.9914,"(40.7829, -73.9654)",200.0,9.3,1500.0,21.0,16.0,9.3,1500.0,35.0,27.0
16827,40.7479,-73.9746,"(40.7829, -73.9654)",200.0,3.1,720.0,9.0,6.0,3.1,720.0,15.0,12.0
16828,40.8309,-73.9486,"(40.7829, -73.9654)",200.0,4.43,720.0,13.0,9.0,4.43,720.0,18.0,14.0
16829,40.7084,-74.0066,"(40.7829, -73.9654)",200.0,7.73,1020.0,18.0,13.0,7.73,1020.0,28.0,22.0
16830,40.7243,-73.9834,"(40.7829, -73.9654)",200.0,5.56,1020.0,10.0,6.0,5.56,1020.0,20.0,15.0
16831,40.753,-73.9958,"(40.7829, -73.9654)",200.0,4.05,660.0,9.0,6.0,4.05,660.0,17.0,13.0
16832,40.774,-73.9469,"(40.7829, -73.9654)",200.0,1.87,360.0,9.0,6.0,1.87,360.0,9.0,7.0
16833,40.7728,-73.9175,"(40.7829, -73.9654)",200.0,6.28,1020.0,28.0,21.0,6.28,1020.0,34.0,27.0
16834,40.7412,-73.9772,"(40.7829, -73.9654)",200.0,3.7,780.0,11.0,7.0,3.7,780.0,17.0,13.0
16835,40.7306,-74.0092,"(40.7829, -73.9654)",200.0,5.47,900.0,14.0,9.0,5.47,900.0,25.0,20.0
16836,40.7284,-73.984,"(40.7829, -73.9654)",200.0,5.36,960.0,10.0,6.0,5.36,960.0,19.0,15.0
16837,40.6822,-73.9947,"(40.7829, -73.9654)",200.0,10.07,1740.0,34.0,26.0,10.07,1740.0,40.0,32.0
16838,40.7539,-73.9677,"(40.7829, -73.9654)",200.0,2.71,600.0,9.0,5.0,2.71,600.0,14.0,10.0
16839,40.7446,-73.974,"(40.7829, -73.9654)",200.0,3.63,720.0,10.0,6.0,3.63,720.0,17.0,13.0
16840,40.7425,-73.9926,"(40.7829, -73.9654)",200.0,3.82,840.0,10.0,7.0,3.82,840.0,18.0,14.0
16841,40.7091,-74.0169,"(40.7829, -73.9654)",200.0,8.75,1020.0,18.0,13.0,8.75,1020.0,35.0,27.0
16842,40.7192,-73.9554,"(40.7829, -73.9654)",200.0,6.63,1200.0,10.0,6.0,6.63,1200.0,29.0,23.0
16843,40.753,-73.9695,"(40.7829, -73.9654)",200.0,2.76,600.0,8.0,5.0,2.76,600.0,14.0,10.0
16844,40.7449,-73.9464,"(40.7829, -73.9654)",200.0,4.31,780.0,17.0,12.0,4.31,780.0,21.0,17.0
16845,40.7556,-73.9922,"(40.7829, -73.9654)",200.0,3.24,720.0,11.0,7.0,3.24,720.0,17.0,13.0
16846,40.739,-73.9791,"(40.7829, -73.9654)",200.0,4.79,720.0,13.0,9.0,4.79,720.0,20.0,15.0
16847,40.7366,-73.9934,"(40.7829, -73.9654)",200.0,4.47,900.0,9.0,6.0,4.47,900.0,17.0,13.0
16848,40.7896,-73.9753,"(40.7829, -73.9654)",200.0,0.97,240.0,6.0,3.0,0.97,240.0,8.0,6.0
16849,40.7719,-73.9565,"(40.7829, -73.9654)",200.0,1.42,360.0,9.0,6.0,1.42,360.0,11.0,8.0
16850,40.7296,-74.0009,"(40.7829, -73.9654)",200.0,6.06,1320.0,15.0,11.0,6.06,1320.0,25.0,20.0
16851,40.7354,-74.0054,"(40.7829, -73.9654)",200.0,5.52,960.0,14.0,9.0,5.52,960.0,22.0,17.0
16852,40.8254,-73.9525,"(40.7829, -73.9654)",200.0,3.8,660.0,7.0,4.0,3.8,660.0,15.0,11.0
16853,40.8274,-73.9514,"(40.7829, -73.9654)",200.0,3.91,660.0,7.0,4.0,3.91,660.0,15.0,11.0
16854,40.7529,-73.9857,"(40.7829, -73.9654)",200.0,3.27,720.0,9.0,6.0,3.27,720.0,16.0,13.0
16855,40.7967,-73.9709,"(40.7829, -73.9654)",200.0,1.48,360.0,6.0,3.0,1.48,360.0,8.0,6.0
16856,40.7621,-73.9773,"(40.7829, -73.9654)",200.0,2.19,480.0,7.0,4.0,2.19,480.0,11.0,8.0
16857,40.7404,-73.9994,"(40.7829, -73.9654)",200.0,4.35,900.0,10.0,7.0,4.35,900.0,19.0,15.0
16858,40.6986,-73.9146,"(40.7829, -73.9654)",200.0,9.01,1980.0,23.0,17.0,9.01,1980.0,36.0,29.0
16859,40.7481,-73.9748,"(40.7829, -73.9654)",200.0,3.1,720.0,9.0,6.0,3.1,720.0,16.0,12.0
16860,40.7601,-73.9901,"(40.7829, -73.9654)",200.0,2.89,600.0,8.0,5.0,2.89,600.0,14.0,10.0
16861,40.7775,-73.9784,"(40.7829, -73.9654)",200.0,1.5,300.0,7.0,4.0,1.5,300.0,9.0,6.0
16862,40.7389,-73.9809,"(40.7829, -73.9654)",200.0,4.73,780.0,13.0,9.0,4.73,780.0,20.0,15.0
16863,40.7613,-73.9998,"(40.7829, -73.9654)",200.0,3.19,540.0,10.0,7.0,3.19,540.0,16.0,12.0
16864,40.7862,-73.9423,"(40.7829, -73.9654)",200.0,1.79,420.0,6.0,3.0,1.79,420.0,10.0,7.0
16865,40.7512,-74.0026,"(40.7829, -73.9654)",200.0,3.55,720.0,9.0,6.0,3.55,720.0,17.0,13.0
16866,40.7447,-73.9741,"(40.7829, -73.9654)",200.0,3.42,720.0,10.0,6.0,3.42,720.0,16.0,12.0
16867,40.8136,-73.9449,"(40.7829, -73.9654)",200.0,3.13,720.0,11.0,7.0,3.13,720.0,16.0,12.0
16868,40.7268,-74.0018,"(40.7829, -73.9654)",200.0,6.06,1140.0,10.0,7.0,6.06,1140.0,21.0,16.0
16869,40.7431,-73.9792,"(40.7829, -73.9654)",200.0,3.97,720.0,10.0,6.0,3.97,720.0,17.0,13.0
16870,40.8003,-73.9618,"(40.7829, -73.9654)",200.0,1.52,240.0,6.0,3.0,1.52,240.0,8.0,6.0
16871,40.7634,-73.9627,"(40.7829, -73.9654)",200.0,1.92,420.0,9.0,5.0,1.92,420.0,12.0,9.0
16872,40.7709,-73.9917,"(40.7829, -73.9654)",200.0,2.21,420.0,7.0,4.0,2.21,420.0,11.0,8.0
16873,40.751,-73.8225,"(40.7829, -73.9654)",200.0,13.16,1740.0,30.0,23.0,13.16,1740.0,50.0,40.0
16874,40.7267,-74.003,"(40.7829, -73.9654)",200.0,6.01,1020.0,10.0,7.0,6.01,1020.0,20.0,16.0
16875,40.7972,-73.9486,"(40.7829, -73.9654)",200.0,1.64,360.0,6.0,3.0,1.64,360.0,8.0,6.0
16876,40.7804,-73.9484,"(40.7829, -73.9654)",200.0,1.2,360.0,9.0,6.0,1.2,360.0,11.0,8.0
16877,40.7075,-74.0059,"(40.7829, -73.9654)",200.0,7.66,1020.0,16.0,12.0,7.66,1020.0,28.0,22.0
16878,40.7535,-73.9657,"(40.7829, -73.9654)",200.0,2.94,600.0,8.0,5.0,2.94,600.0,14.0,10.0
16879,40.7645,-73.9832,"(40.7829, -73.9654)",200.0,2.16,540.0,9.0,6.0,2.16,540.0,13.0,10.0
16880,40.8442,-73.9354,"(40.7829, -73.9654)",200.0,6.73,900.0,10.0,7.0,6.73,900.0,21.0,16.0
16881,40.6932,-73.994,"(40.7829, -73.9654)",200.0,10.06,1560.0,23.0,17.0,10.06,1560.0,34.0,27.0
16882,40.7225,-73.988,"(40.7829, -73.9654)",200.0,6.24,1080.0,11.0,7.0,6.24,1080.0,21.0,16.0
16883,40.7657,-73.9572,"(40.7829, -73.9654)",200.0,1.8,360.0,9.0,6.0,1.8,360.0,11.0,8.0
16884,40.7587,-73.9838,"(40.7829, -73.9654)",200.0,2.47,720.0,11.0,7.0,2.47,720.0,15.0,11.0
16885,40.8246,-73.9372,"(40.7829, -73.9654)",200.0,5.05,780.0,8.0,5.0,5.05,780.0,17.0,13.0
16886,40.7816,-73.9532,"(40.7829, -73.9654)",200.0,1.3,360.0,6.0,3.0,1.3,360.0,8.0,6.0
16887,40.7788,-73.9806,"(40.7829, -73.9654)",200.0,1.3,300.0,7.0,4.0,1.3,300.0,9.0,6.0
16888,40.6781,-73.9592,"(40.7829, -73.9654)",200.0,10.32,2100.0,13.0,9.0,10.32,2100.0,30.0,24.0
16889,40.6174,-74.0262,"(40.7829, -73.9654)",200.0,15.86,2040.0,39.0,30.0,15.86,2040.0,48.0,39.0
16890,40.731,-73.9814,"(40.7829, -73.9654)",200.0,4.98,1020.0,10.0,6.0,4.98,1020.0,18.0,14.0
16891,40.7701,-73.9859,"(40.7829, -73.9654)",200.0,2.05,420.0,7.0,4.0,2.05,420.0,11.0,8.0
16892,40.7448,-74.0017,"(40.7829, -73.9654)",200.0,4.06,780.0,10.0,6.0,4.06,780.0,18.0,14.0
16893,40.7838,-73.9655,"(40.7829, -73.9654)",200.0,0.03,60.0,6.0,3.0,0.03,60.0,8.0,6.0
16894,40.7518,-73.9726,"(40.7829, -73.9654)",200.0,3.07,660.0,11.0,8.0,3.07,660.0,16.0,12.0
16895,40.761,-73.999,"(40.7829, -73.9654)",200.0,3.24,540.0,10.0,7.0,3.24,540.0,16.0,12.0
16896,40.8458,-73.9428,"(40.7829, -73.9654)",200.0,6.81,840.0,17.0,12.0,6.81,840.0,23.0,18.0
16897,40.7521,-74.0045,"(40.7829, -73.9654)",200.0,4.06,720.0,12.0,8.0,4.06,720.0,22.0,17.0
16898,40.72,-73.9959,"(40.7829, -73.9654)",200.0,6.69,1320.0,12.0,8.0,6.69,1320.0,23.0,18.0
16899,40.7242,-73.9946,"(40.7829, -73.9654)",200.0,5.11,1320.0,11.0,7.0,5.11,1320.0,21.0,16.0
16900,40.764,-73.9644,"(40.7829, -73.9654)",200.0,1.82,360.0,8.0,5.0,1.82,360.0,9.0,7.0
16901,40.7296,-73.9813,"(40.7829, -73.9654)",200.0,5.14,960.0,9.0,6.0,5.14,960.0,19.0,14.0
16902,40.7627,-73.9611,"(40.7829, -73.9654)",200.0,2.02,420.0,8.0,5.0,2.02,420.0,12.0,9.0
16903,40.8007,-73.9609,"(40.7829, -73.9654)",200.0,1.62,360.0,6.0,3.0,1.62,360.0,8.0,6.0
16904,40.7748,-73.952,"(40.7829, -73.9654)",200.0,1.28,360.0,9.0,6.0,1.28,360.0,11.0,8.0
16905,40.7788,-73.9553,"(40.7829, -73.9654)",200.0,0.63,240.0,9.0,6.0,0.63,240.0,11.0,8.0
16906,40.8132,-73.944,"(40.7829, -73.9654)",200.0,2.98,660.0,11.0,7.0,2.98,660.0,15.0,12.0
16907,40.7489,-73.9765,"(40.7829, -73.9654)",200.0,3.01,660.0,11.0,7.0,3.01,660.0,16.0,12.0
16908,40.7959,-73.9742,"(40.7829, -73.9654)",200.0,1.33,300.0,6.0,3.0,1.33,300.0,8.0,6.0
16909,40.7332,-74.0047,"(40.7829, -73.9654)",200.0,5.56,900.0,14.0,10.0,5.56,900.0,28.0,22.0
16910,40.7221,-73.9823,"(40.7829, -73.9654)",200.0,5.51,960.0,14.0,10.0,5.51,960.0,26.0,20.0
16911,40.7084,-74.0066,"(40.7829, -73.9654)",200.0,7.73,1020.0,16.0,12.0,7.73,1020.0,28.0,22.0
16912,40.7612,-73.9978,"(40.7829, -73.9654)",200.0,3.31,540.0,9.0,5.0,3.31,540.0,15.0,11.0
16913,40.6708,-73.9406,"(40.7829, -73.9654)",200.0,11.64,2160.0,14.0,10.0,11.64,2160.0,33.0,26.0
16914,40.7568,-73.9982,"(40.7829, -73.9654)",200.0,3.67,600.0,9.0,6.0,3.67,600.0,16.0,12.0
16915,40.72,-73.8508,"(40.7829, -73.9654)",200.0,10.39,1800.0,34.0,26.0,10.39,1800.0,41.0,33.0
16916,40.7176,-73.9975,"(40.7829, -73.9654)",200.0,7.93,1020.0,17.0,12.0,7.93,1020.0,28.0,22.0
16917,40.7671,-73.9529,"(40.7829, -73.9654)",200.0,1.75,360.0,8.0,5.0,1.75,360.0,11.0,8.0
16918,40.7637,-73.9847,"(40.7829, -73.9654)",200.0,1.97,480.0,8.0,5.0,1.97,480.0,12.0,9.0
16919,40.7451,-73.9182,"(40.7829, -73.9654)",200.0,5.09,960.0,19.0,14.0,5.09,960.0,23.0,18.0
16920,40.7689,-73.9608,"(40.7829, -73.9654)",200.0,1.43,360.0,7.0,4.0,1.43,360.0,9.0,6.0
16921,40.6842,-73.9143,"(40.7829, -73.9654)",200.0,10.25,2220.0,23.0,17.0,10.25,2220.0,42.0,34.0
16922,40.6811,-73.977,"(40.7829, -73.9654)",200.0,10.44,1980.0,33.0,26.0,10.44,1980.0,42.0,34.0
16923,40.745,-73.9863,"(40.7829, -73.9654)",200.0,3.44,720.0,9.0,6.0,3.44,720.0,16.0,13.0
16924,40.8006,-73.9517,"(40.7829, -73.9654)",200.0,1.95,360.0,6.0,3.0,1.95,360.0,9.0,7.0
16925,40.6884,-73.9157,"(40.7829, -73.9654)",200.0,9.87,2160.0,21.0,16.0,9.87,2160.0,35.0,28.0
16926,40.7084,-74.0066,"(40.7829, -73.9654)",200.0,7.73,1020.0,17.0,13.0,7.73,1020.0,29.0,22.0
16927,40.7649,-73.915,"(40.7829, -73.9654)",200.0,5.49,960.0,12.0,8.0,5.49,960.0,21.0,16.0
16928,40.7376,-73.976,"(40.7829, -73.9654)",200.0,4.48,720.0,10.0,6.0,4.48,720.0,18.0,14.0
16929,40.7269,-73.9771,"(40.7829, -73.9654)",200.0,4.91,840.0,13.0,9.0,4.91,840.0,23.0,18.0
16930,40.6972,-73.9724,"(40.7829, -73.9654)",200.0,9.78,1560.0,15.0,11.0,9.78,1560.0,28.0,22.0
16931,40.7669,-73.9547,"(40.7829, -73.9654)",200.0,1.72,360.0,9.0,6.0,1.72,360.0,11.0,8.0
16932,40.7711,-73.9502,"(40.7829, -73.9654)",200.0,1.43,300.0,9.0,6.0,1.43,300.0,11.0,8.0
16933,40.7929,-73.9661,"(40.7829, -73.9654)",200.0,1.04,240.0,6.0,3.0,1.04,240.0,8.0,6.0
16934,40.7594,-73.9593,"(40.7829, -73.9654)",200.0,2.37,540.0,10.0,6.0,2.37,540.0,13.0,10.0
16935,40.7538,-73.974,"(40.7829, -73.9654)",200.0,2.74,600.0,10.0,6.0,2.74,600.0,14.0,11.0
16936,40.7373,-74.0042,"(40.7829, -73.9654)",200.0,4.82,1020.0,13.0,9.0,4.82,1020.0,21.0,16.0
16937,40.7272,-73.9829,"(40.7829, -73.9654)",200.0,5.33,960.0,14.0,10.0,5.33,960.0,25.0,19.0
16938,40.7634,-73.9627,"(40.7829, -73.9654)",200.0,1.92,420.0,8.0,5.0,1.92,420.0,11.0,8.0
16939,40.7724,-73.9809,"(40.7829, -73.9654)",200.0,1.42,360.0,9.0,6.0,1.42,360.0,9.0,7.0
16940,40.7815,-73.9471,"(40.7829, -73.9654)",200.0,1.32,360.0,6.0,3.0,1.32,360.0,8.0,6.0
16941,40.6603,-73.9942,"(40.7829, -73.9654)",200.0,12.28,1860.0,49.0,38.0,12.28,1860.0,53.0,42.0
16942,40.7275,-74.0019,"(40.7829, -73.9654)",200.0,6.02,1020.0,15.0,10.0,6.02,1020.0,27.0,21.0
16943,40.7388,-73.9286,"(40.7829, -73.9654)",200.0,4.84,960.0,18.0,13.0,4.84,960.0,22.0,17.0
16944,40.7352,-73.9891,"(40.7829, -73.9654)",200.0,4.07,900.0,14.0,10.0,4.07,900.0,23.0,18.0
16945,40.8033,-73.9659,"(40.7829, -73.9654)",200.0,2.06,360.0,6.0,3.0,2.06,360.0,9.0,7.0
16946,40.7892,-73.9705,"(40.7829, -73.9654)",200.0,0.64,180.0,9.0,6.0,0.64,180.0,9.0,7.0
16947,40.7302,-73.9826,"(40.7829, -73.9654)",200.0,5.03,840.0,15.0,11.0,5.03,840.0,25.0,19.0
16948,40.7675,-73.9607,"(40.7829, -73.9654)",200.0,1.58,360.0,8.0,4.0,1.58,360.0,9.0,6.0
16949,40.7863,-73.971,"(40.7829, -73.9654)",200.0,0.36,60.0,9.0,6.0,0.36,60.0,9.0,7.0
16950,40.726,-73.9892,"(40.7829, -73.9654)",200.0,5.54,1020.0,15.0,10.0,5.54,1020.0,26.0,20.0
16951,40.7824,-73.9805,"(40.7829, -73.9654)",200.0,1.16,300.0,9.0,6.0,1.16,300.0,9.0,7.0
16952,40.8298,-73.9497,"(40.7829, -73.9654)",200.0,4.47,720.0,8.0,5.0,4.47,720.0,16.0,12.0
16953,40.7645,-73.9832,"(40.7829, -73.9654)",200.0,2.16,540.0,9.0,6.0,2.16,540.0,13.0,10.0
16954,40.731,-73.9884,"(40.7829, -73.9654)",200.0,4.41,900.0,13.0,9.0,4.41,900.0,23.0,18.0
16955,40.6859,-73.942,"(40.7829, -73.9654)",200.0,10.79,2100.0,14.0,9.0,10.79,2100.0,30.0,24.0
16956,40.7056,-74.0087,"(40.7829, -73.9654)",200.0,8.41,1140.0,19.0,14.0,8.41,1140.0,36.0,28.0
16957,40.7806,-73.947,"(40.7829, -73.9654)",200.0,1.44,360.0,9.0,6.0,1.44,360.0,11.0,8.0
16958,40.78,-73.9475,"(40.7829, -73.9654)",200.0,1.26,360.0,9.0,6.0,1.26,360.0,11.0,8.0
16959,40.74,-73.9805,"(40.7829, -73.9654)",200.0,4.12,780.0,14.0,10.0,4.12,780.0,23.0,18.0
16960,40.7596,-73.99,"(40.7829, -73.9654)",200.0,2.91,540.0,8.0,5.0,2.91,540.0,14.0,10.0
16961,40.7032,-73.9914,"(40.7829, -73.9654)",200.0,9.3,1440.0,20.0,15.0,9.3,1440.0,34.0,27.0
16962,40.7182,-74.0148,"(40.7829, -73.9654)",200.0,6.46,1020.0,16.0,11.0,6.46,1020.0,29.0,23.0
16963,40.8417,-73.937,"(40.7829, -73.9654)",200.0,6.01,1020.0,10.0,7.0,6.01,1020.0,20.0,16.0
16964,40.7476,-73.9732,"(40.7829, -73.9654)",200.0,3.17,720.0,10.0,6.0,3.17,720.0,16.0,12.0
16965,40.7518,-73.9695,"(40.7829, -73.9654)",200.0,3.03,600.0,9.0,5.0,3.03,600.0,14.0,11.0
16966,40.8344,-73.9431,"(40.7829, -73.9654)",200.0,5.98,840.0,9.0,6.0,5.98,840.0,19.0,15.0
16967,40.7049,-73.9266,"(40.7829, -73.9654)",200.0,8.35,1680.0,14.0,10.0,8.35,1680.0,34.0,27.0
16968,40.69,-73.9555,"(40.7829, -73.9654)",200.0,9.7,1860.0,13.0,9.0,9.7,1860.0,28.0,22.0
16969,40.7297,-73.9999,"(40.7829, -73.9654)",200.0,5.78,1320.0,21.0,15.0,5.78,1320.0,35.0,28.0
16970,40.7593,-73.9962,"(40.7829, -73.9654)",200.0,3.48,600.0,9.0,6.0,3.48,600.0,16.0,12.0
16971,40.7274,-74.0017,"(40.7829, -73.9654)",200.0,6.02,1020.0,16.0,12.0,6.02,1020.0,31.0,25.0
16972,40.8516,-73.9395,"(40.7829, -73.9654)",200.0,6.88,780.0,10.0,7.0,6.88,780.0,21.0,16.0
16973,40.6901,-73.9317,"(40.7829, -73.9654)",200.0,8.97,2100.0,13.0,9.0,8.97,2100.0,27.0,21.0
16974,40.763,-73.9579,"(40.7829, -73.9654)",200.0,2.18,480.0,9.0,5.0,2.18,480.0,12.0,9.0
16975,40.7945,-73.9631,"(40.7829, -73.9654)",200.0,0.98,180.0,8.0,5.0,0.98,180.0,9.0,7.0
16976,40.7213,-73.9874,"(40.7829, -73.9654)",200.0,6.26,1020.0,16.0,12.0,6.26,1020.0,30.0,23.0
16977,40.7329,-73.9752,"(40.7829, -73.9654)",200.0,4.52,840.0,13.0,9.0,4.52,840.0,24.0,19.0
16978,40.7196,-74.0109,"(40.7829, -73.9654)",200.0,6.67,1020.0,16.0,11.0,6.67,1020.0,29.0,23.0
16979,40.8234,-73.9457,"(40.7829, -73.9654)",200.0,3.64,660.0,7.0,4.0,3.64,660.0,14.0,10.0
16980,40.7299,-73.9863,"(40.7829, -73.9654)",200.0,5.3,960.0,18.0,13.0,5.3,960.0,31.0,24.0
16981,40.7741,-73.9476,"(40.7829, -73.9654)",200.0,1.91,360.0,8.0,5.0,1.91,360.0,11.0,8.0
16982,40.6518,-73.9594,"(40.7829, -73.9654)",200.0,14.31,2100.0,20.0,14.0,14.31,2100.0,37.0,30.0
16983,40.823,-73.9524,"(40.7829, -73.9654)",200.0,3.45,600.0,7.0,4.0,3.45,600.0,13.0,10.0
16984,40.6665,-73.9783,"(40.7829, -73.9654)",200.0,14.13,2100.0,42.0,33.0,14.13,2100.0,50.0,40.0
16985,40.7186,-73.9826,"(40.7829, -73.9654)",200.0,6.01,960.0,15.0,10.0,6.01,960.0,27.0,21.0
16986,40.7301,-73.9935,"(40.7829, -73.9654)",200.0,4.84,1140.0,17.0,12.0,4.84,1140.0,29.0,23.0
16987,40.7864,-73.9421,"(40.7829, -73.9654)",200.0,2.17,480.0,6.0,3.0,2.17,480.0,11.0,8.0
16988,40.6779,-73.9509,"(40.7829, -73.9654)",200.0,10.65,1860.0,13.0,9.0,10.65,1860.0,30.0,23.0
16989,40.8063,-73.9563,"(40.7829, -73.9654)",200.0,2.3,420.0,6.0,3.0,2.3,420.0,10.0,7.0
16990,40.7247,-73.9836,"(40.7829, -73.9654)",200.0,5.54,1020.0,16.0,12.0,5.54,1020.0,30.0,24.0
16991,40.7923,-73.9771,"(40.7829, -73.9654)",200.0,1.16,300.0,6.0,3.0,1.16,300.0,8.0,6.0
16992,40.7065,-74.0077,"(40.7829, -73.9654)",200.0,7.94,1140.0,19.0,14.0,7.94,1140.0,34.0,27.0
